Couchbase Query,CPU consumption,RAM consumption,Total consumption,Time Taken,MongoDB Query,CPU consumption,RAM consumption,Total consumption,Time Taken,MySQL Query,CPU consumption,RAM consumption,Total consumption,Time Taken,PostgreSQL Query,CPU consumption,RAM consumption,Total consumption,Time Taken
DELETE FROM online_retail WHERE ﻿InvoiceNo = '536396';,3.67,0.23,3.89,13.8,"db.online_retail.deleteOne({""﻿InvoiceNo"" :""536396""})",4.58,0.24,4.82,14.52,DELETE FROM online_retail WHERE ﻿InvoiceNo = '536396';,4.28,0.27,4.55,15.55,DELETE FROM online_retail WHERE ﻿InvoiceNo = '536396';,4.68,0.24,4.92,14.36
DELETE FROM online_retail WHERE ﻿InvoiceNo = '536396';,3.37,0.23,3.6,14.09,"db.online_retail.deleteOne({""﻿InvoiceNo"" :""536396""})",4.84,0.25,5.09,14.92,DELETE FROM online_retail WHERE ﻿InvoiceNo = '536396';,4.3,0.27,4.57,15.71,DELETE FROM online_retail WHERE ﻿InvoiceNo = '536396';,3.69,0.24,3.94,14.63
DELETE FROM online_retail WHERE ﻿InvoiceNo = '536396';,0.99,0.14,1.12,8.22,"db.online_retail.deleteOne({""﻿InvoiceNo"" :""536396""})",2.55,0.17,2.72,9.8,DELETE FROM online_retail WHERE ﻿InvoiceNo = '536396';,5.25,0.27,5.52,15.71,DELETE FROM online_retail WHERE ﻿InvoiceNo = '536396';,3.34,0.23,3.56,14.79
DELETE FROM online_retail WHERE ﻿InvoiceNo = '536396';,2.38,0.12,2.5,6.98,"db.online_retail.deleteOne({""﻿InvoiceNo"" :""536396""})",2.09,0.13,2.22,7.66,DELETE FROM online_retail WHERE ﻿InvoiceNo = '536396';,1.85,0.15,2,8.37,DELETE FROM online_retail WHERE ﻿InvoiceNo = '536396';,2.15,0.13,2.28,7.85
DELETE FROM online_retail WHERE ﻿InvoiceNo = '536396';,2.81,0.11,2.92,6.98,"db.online_retail.deleteOne({""﻿InvoiceNo"" :""536396""})",2.58,0.13,2.71,7.46,DELETE FROM online_retail WHERE ﻿InvoiceNo = '536396';,2.28,0.15,2.43,8.24,DELETE FROM online_retail WHERE ﻿InvoiceNo = '536396';,3.1,0.12,3.22,7.38
"SELECT a.StockCode, b.Country FROM online_retail AS a LEFT JOIN online_retail AS b ON a.Quantity = b.Quantity where a.StockCode='85123';",4.08,0.62,4.7,18.14,"db.online_retail.aggregate([{""$lookup"": {""from"": ""online_retail"",""localField"": ""Quantity"",""foreignField"": ""Quantity"",""as"": ""joined""}}]);",5.77,0.8,6.57,16.63,"SELECT a.StockCode, b.Country FROM online_retail AS a LEFT JOIN online_retail AS b ON a.Quantity = b.Quantity where a.StockCode='85123';",4.13,0.51,4.63,16.35,"SELECT a.StockCode, b.Country FROM online_retail AS a LEFT JOIN online_retail AS b ON a.Quantity = b.Quantity where a.StockCode='85123';",4.29,0.43,4.72,14.23
"SELECT a.StockCode, b.Country FROM online_retail AS a LEFT JOIN online_retail AS b ON a.Quantity = b.Quantity where a.StockCode='85123';",3.71,0.5,4.21,14.03,"db.online_retail.aggregate([{""$lookup"": {""from"": ""online_retail"",""localField"": ""Quantity"",""foreignField"": ""Quantity"",""as"": ""joined""}}]);",4.53,0.79,5.31,16.39,"SELECT a.StockCode, b.Country FROM online_retail AS a LEFT JOIN online_retail AS b ON a.Quantity = b.Quantity where a.StockCode='85123';",6.01,0.64,6.65,17.66,"SELECT a.StockCode, b.Country FROM online_retail AS a LEFT JOIN online_retail AS b ON a.Quantity = b.Quantity where a.StockCode='85123';",3.25,0.47,3.72,14.78
"SELECT a.StockCode, b.Country FROM online_retail AS a LEFT JOIN online_retail AS b ON a.Quantity = b.Quantity where a.StockCode='85123';",3.2,0.47,3.67,13.47,"db.online_retail.aggregate([{""$lookup"": {""from"": ""online_retail"",""localField"": ""Quantity"",""foreignField"": ""Quantity"",""as"": ""joined""}}]);",5.1,0.88,5.98,17.5,"SELECT a.StockCode, b.Country FROM online_retail AS a LEFT JOIN online_retail AS b ON a.Quantity = b.Quantity where a.StockCode='85123';",4.44,0.62,5.06,16.09,"SELECT a.StockCode, b.Country FROM online_retail AS a LEFT JOIN online_retail AS b ON a.Quantity = b.Quantity where a.StockCode='85123';",3.51,0.49,4.01,13.6
"SELECT a.StockCode, b.Country FROM online_retail AS a LEFT JOIN online_retail AS b ON a.Quantity = b.Quantity where a.StockCode='85123';",3.16,0.47,3.63,13.22,"db.online_retail.aggregate([{""$lookup"": {""from"": ""online_retail"",""localField"": ""Quantity"",""foreignField"": ""Quantity"",""as"": ""joined""}}]);",4.3,0.77,5.07,15.76,"SELECT a.StockCode, b.Country FROM online_retail AS a LEFT JOIN online_retail AS b ON a.Quantity = b.Quantity where a.StockCode='85123';",4.71,0.61,5.32,16.35,"SELECT a.StockCode, b.Country FROM online_retail AS a LEFT JOIN online_retail AS b ON a.Quantity = b.Quantity where a.StockCode='85123';",3.2,0.47,3.67,13.29
"SELECT a.StockCode, b.Country FROM online_retail AS a LEFT JOIN online_retail AS b ON a.Quantity = b.Quantity where a.StockCode='85123';",3.59,0.47,4.06,13.18,"db.online_retail.aggregate([{""$lookup"": {""from"": ""online_retail"",""localField"": ""Quantity"",""foreignField"": ""Quantity"",""as"": ""joined""}}]);",4.88,0.81,5.69,16.5,"SELECT a.StockCode, b.Country FROM online_retail AS a LEFT JOIN online_retail AS b ON a.Quantity = b.Quantity where a.StockCode='85123';",5.5,0.64,6.13,16.25,"SELECT a.StockCode, b.Country FROM online_retail AS a LEFT JOIN online_retail AS b ON a.Quantity = b.Quantity where a.StockCode='85123';",4.39,0.48,4.87,13.51
"SELECT a.StockCode, b.Country FROM online_retail AS a LEFT JOIN online_retail AS b ON a.Quantity = b.Quantity where a.StockCode='85123';",3.23,0.48,3.71,13.29,"db.online_retail.aggregate([{""$lookup"": {""from"": ""online_retail"",""localField"": ""Quantity"",""foreignField"": ""Quantity"",""as"": ""joined""}}]);",5.05,0.85,5.9,16.74,"SELECT a.StockCode, b.Country FROM online_retail AS a LEFT JOIN online_retail AS b ON a.Quantity = b.Quantity where a.StockCode='85123';",3.68,0.61,4.29,15.67,"SELECT a.StockCode, b.Country FROM online_retail AS a LEFT JOIN online_retail AS b ON a.Quantity = b.Quantity where a.StockCode='85123';",5.16,0.48,5.64,13.47
"SELECT a.StockCode, b.Country FROM online_retail AS a LEFT JOIN online_retail AS b ON a.Quantity = b.Quantity where a.StockCode='85123';",2.81,0.44,3.24,13.08,"db.online_retail.aggregate([{""$lookup"": {""from"": ""online_retail"",""localField"": ""Quantity"",""foreignField"": ""Quantity"",""as"": ""joined""}}]);",4.39,0.72,5.11,15.9,"SELECT a.StockCode, b.Country FROM online_retail AS a LEFT JOIN online_retail AS b ON a.Quantity = b.Quantity where a.StockCode='85123';",4.68,0.56,5.24,15.56,"SELECT a.StockCode, b.Country FROM online_retail AS a LEFT JOIN online_retail AS b ON a.Quantity = b.Quantity where a.StockCode='85123';",3.26,0.44,3.7,13.12
"SELECT a.StockCode, b.Country FROM online_retail AS a LEFT JOIN online_retail AS b ON a.Quantity = b.Quantity where a.StockCode='85123';",3.34,0.44,0.78,13.38,"db.online_retail.aggregate([{""$lookup"": {""from"": ""online_retail"",""localField"": ""Quantity"",""foreignField"": ""Quantity"",""as"": ""joined""}}]);",6.01,0.93,6.94,19.19,"SELECT a.StockCode, b.Country FROM online_retail AS a LEFT JOIN online_retail AS b ON a.Quantity = b.Quantity where a.StockCode='85123';",3.76,0.57,4.33,15.71,"SELECT a.StockCode, b.Country FROM online_retail AS a LEFT JOIN online_retail AS b ON a.Quantity = b.Quantity where a.StockCode='85123';",3.25,0.46,3.71,13.52
"SELECT a.StockCode, b.Country FROM online_retail AS a LEFT JOIN online_retail AS b ON a.Quantity = b.Quantity where a.StockCode='85123';",3.59,0.44,4.03,13.13,"db.online_retail.aggregate([{""$lookup"": {""from"": ""online_retail"",""localField"": ""Quantity"",""foreignField"": ""Quantity"",""as"": ""joined""}}]);",5.13,0.73,5.86,16.07,"SELECT a.StockCode, b.Country FROM online_retail AS a LEFT JOIN online_retail AS b ON a.Quantity = b.Quantity where a.StockCode='85123';",4.32,0.56,4.93,15.82,"SELECT a.StockCode, b.Country FROM online_retail AS a LEFT JOIN online_retail AS b ON a.Quantity = b.Quantity where a.StockCode='85123';",2.74,0.44,3.18,13.45
"SELECT a.StockCode, b.Country FROM online_retail AS a LEFT JOIN online_retail AS b ON a.Quantity = b.Quantity where a.StockCode='85123';",2.87,0.44,3.31,13.06,"db.online_retail.aggregate([{""$lookup"": {""from"": ""online_retail"",""localField"": ""Quantity"",""foreignField"": ""Quantity"",""as"": ""joined""}}]);",4.64,0.77,5.41,16.69,"SELECT a.StockCode, b.Country FROM online_retail AS a LEFT JOIN online_retail AS b ON a.Quantity = b.Quantity where a.StockCode='85123';",5.17,0.57,5.75,15.73,"SELECT a.StockCode, b.Country FROM online_retail AS a LEFT JOIN online_retail AS b ON a.Quantity = b.Quantity where a.StockCode='85123';",3.18,0.45,3.63,13.36
