Couchbase Query,CPU consumption,RAM consumption,Total consumption,Time Taken,MongoDB Query,CPU consumption,RAM consumption,Total consumption,Time Taken,MySQL Query,CPU consumption,RAM consumption,Total consumption,Time Taken,PostgreSQL Query,CPU consumption,RAM consumption,Total consumption,Time Taken
DELETE FROM netflix_userbase WHERE User_ID = 2;,0.21,0.12,0.33,3.77,"db.netflix_userbase.deleteOne({""User_ID"":2})",0.38,0.12,0.5,3.83,DELETE FROM netflix_userbase WHERE User_ID = 2;,0.87,0.12,0.99,3.83,DELETE FROM netflix_userbase WHERE User_ID = 2;,0.11,0.12,0.23,4.05
DELETE FROM netflix_userbase WHERE User_ID = 2;,0.35,0.11,0.46,3.58,"db.netflix_userbase.deleteOne({""User_ID"":2})",0.42,0.12,0.54,4.01,DELETE FROM netflix_userbase WHERE User_ID = 2;,0.34,0.11,0.45,3.68,DELETE FROM netflix_userbase WHERE User_ID = 2;,0.65,0.14,0.79,4.43
DELETE FROM netflix_userbase WHERE User_ID = 2;,0.34,0.12,0.45,3.64,"db.netflix_userbase.deleteOne({""User_ID"":2})",0.44,0.12,0.56,3.95,DELETE FROM netflix_userbase WHERE User_ID = 2;,0.18,0.11,0.28,3.63,DELETE FROM netflix_userbase WHERE User_ID = 2;,0.64,0.13,0.77,4.67
DELETE FROM netflix_userbase WHERE User_ID = 2;,0.8,0.12,0.92,3.77,"db.netflix_userbase.deleteOne({""User_ID"":2})",0.39,0.12,0.51,3.84,DELETE FROM netflix_userbase WHERE User_ID = 2;,0.06,0.11,0.17,3.81,DELETE FROM netflix_userbase WHERE User_ID = 2;,0.43,0.13,0.56,4.15
DELETE FROM netflix_userbase WHERE User_ID = 2;,0.55,0.12,0.67,3.83,"db.netflix_userbase.deleteOne({""User_ID"":2})",0.51,0.12,0.64,3.94,DELETE FROM netflix_userbase WHERE User_ID = 2;,0.45,0.11,0.56,3.65,DELETE FROM netflix_userbase WHERE User_ID = 2;,0.06,0.12,0.18,3.92
DELETE FROM netflix_userbase WHERE User_ID = 2;,0.17,0.11,0.29,3.58,"db.netflix_userbase.deleteOne({""User_ID"":2})",0.48,0.12,0.6,3.91,DELETE FROM netflix_userbase WHERE User_ID = 2;,0.46,0.12,0.58,3.88,DELETE FROM netflix_userbase WHERE User_ID = 2;,0.11,0.11,0.23,3.95
DELETE FROM netflix_userbase WHERE User_ID = 2;,0.23,0.11,0.35,3.71,"db.netflix_userbase.deleteOne({""User_ID"":2})",0.6,0.11,0.71,3.74,DELETE FROM netflix_userbase WHERE User_ID = 2;,0.8,0.12,0.92,3.98,DELETE FROM netflix_userbase WHERE User_ID = 2;,0.96,0.12,1.08,3.95
DELETE FROM netflix_userbase WHERE User_ID = 2;,0.48,0.12,0.6,3.76,"db.netflix_userbase.deleteOne({""User_ID"":2})",0.55,0.12,0.67,3.97,DELETE FROM netflix_userbase WHERE User_ID = 2;,0.33,0.12,0.45,3.82,DELETE FROM netflix_userbase WHERE User_ID = 2;,0.44,0.11,0.56,3.78
DELETE FROM netflix_userbase WHERE User_ID = 2;,0.27,0.12,0.39,3.7,"db.netflix_userbase.deleteOne({""User_ID"":2})",0.52,0.12,0.65,4.03,DELETE FROM netflix_userbase WHERE User_ID = 2;,0.57,0.13,0.7,4.23,DELETE FROM netflix_userbase WHERE User_ID = 2;,0.28,0.11,0.39,3.94
DELETE FROM netflix_userbase WHERE User_ID = 2;,0.35,0.11,0.46,3.62,"db.netflix_userbase.deleteOne({""User_ID"":2})",0.06,0.11,0.18,3.77,DELETE FROM netflix_userbase WHERE User_ID = 2;,0.23,0.11,0.35,3.9,DELETE FROM netflix_userbase WHERE User_ID = 2;,0.85,0.13,0.97,4.05
"SELECT a.Join_Date, b.Last_Payment_Date FROM netflix_userbase AS a LEFT JOIN netflix_userbase AS b ON a.User_ID = b.User_ID;",2.44,0.12,2.57,3.71,"db.netflix_userbase.aggregate([{""$lookup"": {""from"": ""netflix_userbase"",""localField"": ""User_ID"",""foreignField"": ""UserID"",""as"": ""joined""}}]);",2.3,0.13,2.43,4.01,"SELECT a.Join_Date, b.Last_Payment_Date FROM netflix_userbase AS a LEFT JOIN netflix_userbase AS b ON a.User_ID = b.User_ID;",1.85,0.12,1.97,3.9,"SELECT a.Join_Date, b.Last_Payment_Date FROM netflix_userbase AS a LEFT JOIN netflix_userbase AS b ON a.User_ID = b.User_ID;",2,0.12,2.12,3.96
"SELECT a.Join_Date, b.Last_Payment_Date FROM netflix_userbase AS a LEFT JOIN netflix_userbase AS b ON a.User_ID = b.User_ID;",1.9,0.13,2.03,3.95,"db.netflix_userbase.aggregate([{""$lookup"": {""from"": ""netflix_userbase"",""localField"": ""User_ID"",""foreignField"": ""UserID"",""as"": ""joined""}}]);",1.74,0.14,1.88,4.15,"SELECT a.Join_Date, b.Last_Payment_Date FROM netflix_userbase AS a LEFT JOIN netflix_userbase AS b ON a.User_ID = b.User_ID;",2.34,0.12,2.46,3.88,"SELECT a.Join_Date, b.Last_Payment_Date FROM netflix_userbase AS a LEFT JOIN netflix_userbase AS b ON a.User_ID = b.User_ID;",2.1,0.12,2.22,3.95
"SELECT a.Join_Date, b.Last_Payment_Date FROM netflix_userbase AS a LEFT JOIN netflix_userbase AS b ON a.User_ID = b.User_ID;",3.09,0.13,3.22,3.89,"db.netflix_userbase.aggregate([{""$lookup"": {""from"": ""netflix_userbase"",""localField"": ""User_ID"",""foreignField"": ""UserID"",""as"": ""joined""}}]);",2.65,0.12,2.77,3.77,"SELECT a.Join_Date, b.Last_Payment_Date FROM netflix_userbase AS a LEFT JOIN netflix_userbase AS b ON a.User_ID = b.User_ID;",2.11,0.12,2.23,3.79,"SELECT a.Join_Date, b.Last_Payment_Date FROM netflix_userbase AS a LEFT JOIN netflix_userbase AS b ON a.User_ID = b.User_ID;",1.93,0.13,2.06,4.14
"SELECT a.Join_Date, b.Last_Payment_Date FROM netflix_userbase AS a LEFT JOIN netflix_userbase AS b ON a.User_ID = b.User_ID;",1.81,0.14,1.95,4.09,"db.netflix_userbase.aggregate([{""$lookup"": {""from"": ""netflix_userbase"",""localField"": ""User_ID"",""foreignField"": ""UserID"",""as"": ""joined""}}]);",2.85,0.13,2.98,4.06,"SELECT a.Join_Date, b.Last_Payment_Date FROM netflix_userbase AS a LEFT JOIN netflix_userbase AS b ON a.User_ID = b.User_ID;",2.94,0.13,3.07,4.02,"SELECT a.Join_Date, b.Last_Payment_Date FROM netflix_userbase AS a LEFT JOIN netflix_userbase AS b ON a.User_ID = b.User_ID;",2.11,0.13,2.23,4.06
"SELECT a.Join_Date, b.Last_Payment_Date FROM netflix_userbase AS a LEFT JOIN netflix_userbase AS b ON a.User_ID = b.User_ID;",2.03,0.14,2.17,4.11,"db.netflix_userbase.aggregate([{""$lookup"": {""from"": ""netflix_userbase"",""localField"": ""User_ID"",""foreignField"": ""UserID"",""as"": ""joined""}}]);",2.22,0.13,2.35,4.1,"SELECT a.Join_Date, b.Last_Payment_Date FROM netflix_userbase AS a LEFT JOIN netflix_userbase AS b ON a.User_ID = b.User_ID;",2.06,0.13,2.19,3.96,"SELECT a.Join_Date, b.Last_Payment_Date FROM netflix_userbase AS a LEFT JOIN netflix_userbase AS b ON a.User_ID = b.User_ID;",2.36,0.14,2.5,4.22
"SELECT a.Join_Date, b.Last_Payment_Date FROM netflix_userbase AS a LEFT JOIN netflix_userbase AS b ON a.User_ID = b.User_ID;",2.21,0.13,2.34,4.02,"db.netflix_userbase.aggregate([{""$lookup"": {""from"": ""netflix_userbase"",""localField"": ""User_ID"",""foreignField"": ""UserID"",""as"": ""joined""}}]);",2.03,0.12,2.16,3.94,"SELECT a.Join_Date, b.Last_Payment_Date FROM netflix_userbase AS a LEFT JOIN netflix_userbase AS b ON a.User_ID = b.User_ID;",2.45,0.13,2.58,4.47,"SELECT a.Join_Date, b.Last_Payment_Date FROM netflix_userbase AS a LEFT JOIN netflix_userbase AS b ON a.User_ID = b.User_ID;",2.6,0.13,2.74,4.09
"SELECT a.Join_Date, b.Last_Payment_Date FROM netflix_userbase AS a LEFT JOIN netflix_userbase AS b ON a.User_ID = b.User_ID;",1.92,0.13,2.05,3.95,"db.netflix_userbase.aggregate([{""$lookup"": {""from"": ""netflix_userbase"",""localField"": ""User_ID"",""foreignField"": ""UserID"",""as"": ""joined""}}]);",1.57,0.13,1.7,4.04,"SELECT a.Join_Date, b.Last_Payment_Date FROM netflix_userbase AS a LEFT JOIN netflix_userbase AS b ON a.User_ID = b.User_ID;",2.26,0.13,2.39,3.98,"SELECT a.Join_Date, b.Last_Payment_Date FROM netflix_userbase AS a LEFT JOIN netflix_userbase AS b ON a.User_ID = b.User_ID;",2.11,0.13,2.24,3.9
"SELECT a.Join_Date, b.Last_Payment_Date FROM netflix_userbase AS a LEFT JOIN netflix_userbase AS b ON a.User_ID = b.User_ID;",2.05,0.15,2.19,4.48,"db.netflix_userbase.aggregate([{""$lookup"": {""from"": ""netflix_userbase"",""localField"": ""User_ID"",""foreignField"": ""UserID"",""as"": ""joined""}}]);",1.89,0.13,2.02,3.92,"SELECT a.Join_Date, b.Last_Payment_Date FROM netflix_userbase AS a LEFT JOIN netflix_userbase AS b ON a.User_ID = b.User_ID;",2.3,0.13,2.43,3.88,"SELECT a.Join_Date, b.Last_Payment_Date FROM netflix_userbase AS a LEFT JOIN netflix_userbase AS b ON a.User_ID = b.User_ID;",2.23,0.13,2.36,3.97
"SELECT a.Join_Date, b.Last_Payment_Date FROM netflix_userbase AS a LEFT JOIN netflix_userbase AS b ON a.User_ID = b.User_ID;",1.97,0.13,2.1,3.98,"db.netflix_userbase.aggregate([{""$lookup"": {""from"": ""netflix_userbase"",""localField"": ""User_ID"",""foreignField"": ""UserID"",""as"": ""joined""}}]);",2.24,0.14,2.38,4.53,"SELECT a.Join_Date, b.Last_Payment_Date FROM netflix_userbase AS a LEFT JOIN netflix_userbase AS b ON a.User_ID = b.User_ID;",1.86,0.13,1.99,4.15,"SELECT a.Join_Date, b.Last_Payment_Date FROM netflix_userbase AS a LEFT JOIN netflix_userbase AS b ON a.User_ID = b.User_ID;",1.72,0.13,1.85,4.05
"SELECT a.Join_Date, b.Last_Payment_Date FROM netflix_userbase AS a LEFT JOIN netflix_userbase AS b ON a.User_ID = b.User_ID;",2.08,0.13,2.21,4,"db.netflix_userbase.aggregate([{""$lookup"": {""from"": ""netflix_userbase"",""localField"": ""User_ID"",""foreignField"": ""UserID"",""as"": ""joined""}}]);",1.95,0.14,2.09,4.31,"SELECT a.Join_Date, b.Last_Payment_Date FROM netflix_userbase AS a LEFT JOIN netflix_userbase AS b ON a.User_ID = b.User_ID;",2.24,0.12,2.35,3.9,"SELECT a.Join_Date, b.Last_Payment_Date FROM netflix_userbase AS a LEFT JOIN netflix_userbase AS b ON a.User_ID = b.User_ID;",1.88,0.14,2.02,4.16
