Couchbase Query,CPU consumption,RAM consumption,Total consumption,Time Taken,MongoDB Query,CPU consumption,RAM consumption,Total consumption,Time Taken,MySQL Query,CPU consumption,RAM consumption,Total consumption,Time Taken,PostgreSQL Query,CPU consumption,RAM consumption,Total consumption,Time Taken
DELETE FROM netflix_userbase WHERE User_ID = 2;,3.12,0.39,3.51,12.64,"db.netflix_userbase.deleteOne({""User_ID"":2})",1.61,0.21,1.82,7.44,DELETE FROM netflix_userbase WHERE User_ID = 2;,2.02,0.12,2.14,7.34,DELETE FROM netflix_userbase WHERE User_ID = 2;,1.98,0.11,2.09,7.3
DELETE FROM netflix_userbase WHERE User_ID = 2;,3.68,0.38,4.06,12.29,"db.netflix_userbase.deleteOne({""User_ID"":2})",2.27,0.19,2.46,6.74,DELETE FROM netflix_userbase WHERE User_ID = 2;,1.82,0.12,1.94,7.32,DELETE FROM netflix_userbase WHERE User_ID = 2;,2.22,0.11,2.33,6.84
DELETE FROM netflix_userbase WHERE User_ID = 2;,3.84,0.39,4.23,12.5,"db.netflix_userbase.deleteOne({""User_ID"":2})",2.41,0.19,2.6,6.74,DELETE FROM netflix_userbase WHERE User_ID = 2;,1.4,0.12,1.52,7.23,DELETE FROM netflix_userbase WHERE User_ID = 2;,2.52,0.1,2.62,6.53
DELETE FROM netflix_userbase WHERE User_ID = 2;,5.26,0.4,5.66,12.8,"db.netflix_userbase.deleteOne({""User_ID"":2})",2.42,0.19,2.61,6.69,DELETE FROM netflix_userbase WHERE User_ID = 2;,1.55,0.12,1.67,6.98,DELETE FROM netflix_userbase WHERE User_ID = 2;,2.42,0.1,2.52,6.52
DELETE FROM netflix_userbase WHERE User_ID = 2;,2.89,0.39,3.27,12.55,"db.netflix_userbase.deleteOne({""User_ID"":2})",2.56,0.18,2.74,6.34,DELETE FROM netflix_userbase WHERE User_ID = 2;,2.16,0.11,2.27,7.09,DELETE FROM netflix_userbase WHERE User_ID = 2;,2.85,0.1,2.95,6.47
DELETE FROM netflix_userbase WHERE User_ID = 2;,4.44,0.38,4.83,12.48,"db.netflix_userbase.deleteOne({""User_ID"":2})",2.59,0.19,2.78,6.53,DELETE FROM netflix_userbase WHERE User_ID = 2;,2.68,0.11,2.79,7.09,DELETE FROM netflix_userbase WHERE User_ID = 2;,2.78,0.1,2.88,6.46
DELETE FROM netflix_userbase WHERE User_ID = 2;,2.99,0.38,3.37,12.37,"db.netflix_userbase.deleteOne({""User_ID"":2})",2.51,0.18,2.69,6.48,DELETE FROM netflix_userbase WHERE User_ID = 2;,1.9,0.12,2.02,7.12,DELETE FROM netflix_userbase WHERE User_ID = 2;,2.9,0.1,3,6.43
DELETE FROM netflix_userbase WHERE User_ID = 2;,3.97,0.38,4.35,12.43,"db.netflix_userbase.deleteOne({""User_ID"":2})",1.93,0.12,2.05,7.07,DELETE FROM netflix_userbase WHERE User_ID = 2;,1.94,0.11,2.05,6.99,DELETE FROM netflix_userbase WHERE User_ID = 2;,3.07,0.1,3.18,6.5
DELETE FROM netflix_userbase WHERE User_ID = 2;,3.34,0.38,3.72,12.37,"db.netflix_userbase.deleteOne({""User_ID"":2})",2.14,0.12,2.26,6.9,DELETE FROM netflix_userbase WHERE User_ID = 2;,1.82,0.11,1.94,6.93,DELETE FROM netflix_userbase WHERE User_ID = 2;,1.83,0.12,1.95,7.73
"SELECT a.Join_Date, b.Last_Payment_Date FROM netflix_userbase AS a LEFT JOIN netflix_userbase AS b ON a.User_ID = b.User_ID;",4.06,0.43,4.49,14.1,"db.netflix_userbase.aggregate([{""$lookup"": {""from"": ""netflix_userbase"",""localField"": ""User_ID"",""foreignField"": ""UserID"",""as"": ""joined""}}]);",5.1,0.44,5.54,14.19,"SELECT a.Join_Date, b.Last_Payment_Date FROM netflix_userbase AS a LEFT JOIN netflix_userbase AS b ON a.User_ID = b.User_ID;",4.45,0.41,4.86,13.44,"SELECT a.Join_Date, b.Last_Payment_Date FROM netflix_userbase AS a LEFT JOIN netflix_userbase AS b ON a.User_ID = b.User_ID;",3.52,0.4,3.92,13.24
"SELECT a.Join_Date, b.Last_Payment_Date FROM netflix_userbase AS a LEFT JOIN netflix_userbase AS b ON a.User_ID = b.User_ID;",3.91,0.42,4.33,13.79,"db.netflix_userbase.aggregate([{""$lookup"": {""from"": ""netflix_userbase"",""localField"": ""User_ID"",""foreignField"": ""UserID"",""as"": ""joined""}}]);",3.75,0.42,4.17,13.74,"SELECT a.Join_Date, b.Last_Payment_Date FROM netflix_userbase AS a LEFT JOIN netflix_userbase AS b ON a.User_ID = b.User_ID;",4.46,0.41,4.87,13.38,"SELECT a.Join_Date, b.Last_Payment_Date FROM netflix_userbase AS a LEFT JOIN netflix_userbase AS b ON a.User_ID = b.User_ID;",3.44,0.4,3.83,13.05
"SELECT a.Join_Date, b.Last_Payment_Date FROM netflix_userbase AS a LEFT JOIN netflix_userbase AS b ON a.User_ID = b.User_ID;",3.59,0.41,4,13.43,"db.netflix_userbase.aggregate([{""$lookup"": {""from"": ""netflix_userbase"",""localField"": ""User_ID"",""foreignField"": ""UserID"",""as"": ""joined""}}]);",4.18,0.43,4.6,13.78,"SELECT a.Join_Date, b.Last_Payment_Date FROM netflix_userbase AS a LEFT JOIN netflix_userbase AS b ON a.User_ID = b.User_ID;",3.41,0.39,3.8,12.95,"SELECT a.Join_Date, b.Last_Payment_Date FROM netflix_userbase AS a LEFT JOIN netflix_userbase AS b ON a.User_ID = b.User_ID;",3.7,0.39,4.09,13.05
"SELECT a.Join_Date, b.Last_Payment_Date FROM netflix_userbase AS a LEFT JOIN netflix_userbase AS b ON a.User_ID = b.User_ID;",3.87,0.41,4.28,13.4,"db.netflix_userbase.aggregate([{""$lookup"": {""from"": ""netflix_userbase"",""localField"": ""User_ID"",""foreignField"": ""UserID"",""as"": ""joined""}}]);",3.61,0.42,4.03,13.71,"SELECT a.Join_Date, b.Last_Payment_Date FROM netflix_userbase AS a LEFT JOIN netflix_userbase AS b ON a.User_ID = b.User_ID;",4.03,0.4,4.43,13.18,"SELECT a.Join_Date, b.Last_Payment_Date FROM netflix_userbase AS a LEFT JOIN netflix_userbase AS b ON a.User_ID = b.User_ID;",3.6,0.4,4,12.99
"SELECT a.Join_Date, b.Last_Payment_Date FROM netflix_userbase AS a LEFT JOIN netflix_userbase AS b ON a.User_ID = b.User_ID;",4.12,0.41,4.52,13.44,"db.netflix_userbase.aggregate([{""$lookup"": {""from"": ""netflix_userbase"",""localField"": ""User_ID"",""foreignField"": ""UserID"",""as"": ""joined""}}]);",4.41,0.42,4.83,13.7,"SELECT a.Join_Date, b.Last_Payment_Date FROM netflix_userbase AS a LEFT JOIN netflix_userbase AS b ON a.User_ID = b.User_ID;",4.11,0.4,4.51,13.1,"SELECT a.Join_Date, b.Last_Payment_Date FROM netflix_userbase AS a LEFT JOIN netflix_userbase AS b ON a.User_ID = b.User_ID;",4.3,0.4,4.7,13.14
"SELECT a.Join_Date, b.Last_Payment_Date FROM netflix_userbase AS a LEFT JOIN netflix_userbase AS b ON a.User_ID = b.User_ID;",4.2,0.43,4.63,13.92,"db.netflix_userbase.aggregate([{""$lookup"": {""from"": ""netflix_userbase"",""localField"": ""User_ID"",""foreignField"": ""UserID"",""as"": ""joined""}}]);",3.63,0.42,4.06,13.74,"SELECT a.Join_Date, b.Last_Payment_Date FROM netflix_userbase AS a LEFT JOIN netflix_userbase AS b ON a.User_ID = b.User_ID;",3.83,0.4,4.24,13.32,"SELECT a.Join_Date, b.Last_Payment_Date FROM netflix_userbase AS a LEFT JOIN netflix_userbase AS b ON a.User_ID = b.User_ID;",4.27,0.39,4.66,13.03
"SELECT a.Join_Date, b.Last_Payment_Date FROM netflix_userbase AS a LEFT JOIN netflix_userbase AS b ON a.User_ID = b.User_ID;",4.1,0.41,4.51,13.55,"db.netflix_userbase.aggregate([{""$lookup"": {""from"": ""netflix_userbase"",""localField"": ""User_ID"",""foreignField"": ""UserID"",""as"": ""joined""}}]);",3.6,0.42,4.03,13.67,"SELECT a.Join_Date, b.Last_Payment_Date FROM netflix_userbase AS a LEFT JOIN netflix_userbase AS b ON a.User_ID = b.User_ID;",4.22,0.4,4.62,13.22,"SELECT a.Join_Date, b.Last_Payment_Date FROM netflix_userbase AS a LEFT JOIN netflix_userbase AS b ON a.User_ID = b.User_ID;",3.72,0.41,4.14,13.5
"SELECT a.Join_Date, b.Last_Payment_Date FROM netflix_userbase AS a LEFT JOIN netflix_userbase AS b ON a.User_ID = b.User_ID;",3.89,0.42,4.31,13.7,"db.netflix_userbase.aggregate([{""$lookup"": {""from"": ""netflix_userbase"",""localField"": ""User_ID"",""foreignField"": ""UserID"",""as"": ""joined""}}]);",4.61,0.42,5.03,13.76,"SELECT a.Join_Date, b.Last_Payment_Date FROM netflix_userbase AS a LEFT JOIN netflix_userbase AS b ON a.User_ID = b.User_ID;",3.83,0.4,4.23,13.31,"SELECT a.Join_Date, b.Last_Payment_Date FROM netflix_userbase AS a LEFT JOIN netflix_userbase AS b ON a.User_ID = b.User_ID;",3.47,0.4,3.87,13.18
"SELECT a.Join_Date, b.Last_Payment_Date FROM netflix_userbase AS a LEFT JOIN netflix_userbase AS b ON a.User_ID = b.User_ID;",3.57,0.41,3.97,13.44,"db.netflix_userbase.aggregate([{""$lookup"": {""from"": ""netflix_userbase"",""localField"": ""User_ID"",""foreignField"": ""UserID"",""as"": ""joined""}}]);",3.99,0.43,4.42,13.7,"SELECT a.Join_Date, b.Last_Payment_Date FROM netflix_userbase AS a LEFT JOIN netflix_userbase AS b ON a.User_ID = b.User_ID;",3.58,0.4,3.98,13.33,"SELECT a.Join_Date, b.Last_Payment_Date FROM netflix_userbase AS a LEFT JOIN netflix_userbase AS b ON a.User_ID = b.User_ID;",3.79,0.4,4.2,13.21
"SELECT a.Join_Date, b.Last_Payment_Date FROM netflix_userbase AS a LEFT JOIN netflix_userbase AS b ON a.User_ID = b.User_ID;",3.87,0.41,4.28,13.63,"db.netflix_userbase.aggregate([{""$lookup"": {""from"": ""netflix_userbase"",""localField"": ""User_ID"",""foreignField"": ""UserID"",""as"": ""joined""}}]);",4.17,0.42,4.59,13.66,"SELECT a.Join_Date, b.Last_Payment_Date FROM netflix_userbase AS a LEFT JOIN netflix_userbase AS b ON a.User_ID = b.User_ID;",4.39,0.41,4.8,13.25,"SELECT a.Join_Date, b.Last_Payment_Date FROM netflix_userbase AS a LEFT JOIN netflix_userbase AS b ON a.User_ID = b.User_ID;",3.84,0.4,4.24,13
